DATA,LOGIN,NOME_INDICADO,NUMERADOR,DENOMINADOR,GRUPO_AGENTE
2024-06-05,Agente_43,TMA,356,13,Grupo_0
2024-04-07,Agente_39,Nota de Qualidade,2,4,Grupo_1
2024-08-13,Agente_2,TMA,595,59,Grupo_2
2024-07-23,Agente_12,CSAT,36,53,Grupo_2
2024-03-19,Agente_18,TMA,84,102,Grupo_3
2024-05-03,Agente_33,CSAT,30,99,Grupo_1
2024-08-05,Agente_31,CSAT,91,38,Grupo_0
2024-01-04,Agente_48,Nota de Qualidade,9,5,Grupo_0
2024-03-30,Agente_15,CSAT,49,4,Grupo_3
2024-04-13,Agente_35,Nota de Qualidade,3,7,Grupo_3
2024-04-28,Agente_17,TMA,791,151,Grupo_0
2024-05-12,Agente_13,TMA,444,52,Grupo_0
2024-11-07,Agente_29,CSAT,95,59,Grupo_1
2024-04-05,Agente_1,Nota de Qualidade,8,2,Grupo_3
2024-11-26,Agente_12,CSAT,59,69,Grupo_1
2024-05-22,Agente_26,Nota de Qualidade,9,4,Grupo_0
2024-10-14,Agente_16,Nota de Qualidade,3,8,Grupo_4
2024-01-28,Agente_30,Nota de Qualidade,5,7,Grupo_4
2024-10-04,Agente_14,TMA,750,180,Grupo_0
2024-08-20,Agente_19,Nota de Qualidade,1,3,Grupo_3
2024-01-17,Agente_4,TMA,595,86,Grupo_4
2024-02-28,Agente_6,Nota de Qualidade,8,5,Grupo_3
2024-03-30,Agente_17,TMA,955,193,Grupo_4
2024-07-17,Agente_10,TMA,1030,96,Grupo_3
2024-12-27,Agente_31,TMA,183,55,Grupo_4
2024-01-26,Agente_49,CSAT,27,93,Grupo_3
2024-01-25,Agente_26,Nota de Qualidade,8,4,Grupo_1
2024-10-27,Agente_25,CSAT,14,45,Grupo_3
2024-12-04,Agente_36,Nota de Qualidade,9,3,Grupo_1
2024-09-23,Agente_44,Nota de Qualidade,8,8,Grupo_1
2024-06-29,Agente_27,CSAT,96,98,Grupo_0
2024-12-25,Agente_49,TMA,388,90,Grupo_1
2024-03-08,Agente_1,Nota de Qualidade,8,1,Grupo_2
2024-12-16,Agente_19,TMA,1088,37,Grupo_1
2024-11-16,Agente_3,CSAT,37,81,Grupo_3
2024-02-18,Agente_12,TMA,557,96,Grupo_1
2024-06-23,Agente_23,Nota de Qualidade,1,5,Grupo_3
2024-02-21,Agente_47,Nota de Qualidade,8,5,Grupo_3
2024-04-11,Agente_37,Nota de Qualidade,2,6,Grupo_2
2024-08-03,Agente_39,CSAT,6,90,Grupo_1
2024-07-06,Agente_47,Nota de Qualidade,9,8,Grupo_1
2024-02-26,Agente_44,CSAT,30,99,Grupo_4
2024-02-16,Agente_28,TMA,662,77,Grupo_4
2024-06-07,Agente_35,Nota de Qualidade,9,4,Grupo_0
2024-06-22,Agente_1,Nota de Qualidade,1,7,Grupo_3
2024-08-29,Agente_40,Nota de Qualidade,3,4,Grupo_2
2024-10-08,Agente_17,TMA,1000,149,Grupo_4
2024-08-28,Agente_48,Nota de Qualidade,7,6,Grupo_1
2024-01-05,Agente_7,CSAT,21,91,Grupo_0
2024-03-24,Agente_14,TMA,431,50,Grupo_2
2024-11-03,Agente_40,TMA,908,132,Grupo_1
2024-12-26,Agente_16,TMA,1140,169,Grupo_1
2024-09-04,Agente_22,TMA,796,104,Grupo_3
2024-02-23,Agente_1,TMA,577,176,Grupo_3
2024-06-09,Agente_5,CSAT,8,32,Grupo_4
2024-08-13,Agente_28,TMA,479,137,Grupo_4
2024-01-15,Agente_26,Nota de Qualidade,8,3,Grupo_1
2024-08-11,Agente_36,TMA,757,146,Grupo_1
2024-03-01,Agente_48,TMA,448,35,Grupo_4
2024-05-01,Agente_33,TMA,272,138,Grupo_4
2024-10-03,Agente_17,TMA,1121,13,Grupo_1
2024-02-15,Agente_41,TMA,367,156,Grupo_2
2024-10-20,Agente_9,CSAT,4,92,Grupo_1
2024-03-02,Agente_37,CSAT,47,87,Grupo_2
2024-03-26,Agente_43,TMA,1121,61,Grupo_2
2024-07-28,Agente_16,CSAT,86,46,Grupo_1
2024-03-18,Agente_12,Nota de Qualidade,1,9,Grupo_0
2024-07-20,Agente_47,TMA,877,75,Grupo_4
2024-10-28,Agente_41,Nota de Qualidade,5,7,Grupo_3
2024-08-10,Agente_26,Nota de Qualidade,8,4,Grupo_1
2024-08-09,Agente_1,TMA,547,199,Grupo_2
2024-01-03,Agente_33,Nota de Qualidade,9,2,Grupo_1
2024-01-06,Agente_30,Nota de Qualidade,5,4,Grupo_4
2024-04-02,Agente_22,Nota de Qualidade,7,9,Grupo_2
2024-01-08,Agente_6,TMA,749,144,Grupo_3
2024-08-22,Agente_37,TMA,658,97,Grupo_3
2024-04-17,Agente_32,Nota de Qualidade,4,3,Grupo_3
2024-06-09,Agente_11,TMA,671,124,Grupo_0
2024-07-27,Agente_44,TMA,781,96,Grupo_2
2024-08-27,Agente_11,Nota de Qualidade,9,7,Grupo_2
2024-11-26,Agente_18,TMA,999,22,Grupo_0
2024-11-28,Agente_8,CSAT,93,82,Grupo_2
2024-02-19,Agente_9,TMA,439,134,Grupo_0
2024-01-11,Agente_16,CSAT,37,13,Grupo_1
2024-12-16,Agente_49,Nota de Qualidade,5,1,Grupo_4
2024-06-04,Agente_39,TMA,456,162,Grupo_3
2024-03-10,Agente_38,Nota de Qualidade,7,4,Grupo_0
2024-06-17,Agente_40,Nota de Qualidade,5,2,Grupo_0
2024-09-28,Agente_9,Nota de Qualidade,4,2,Grupo_0
2024-03-08,Agente_11,Nota de Qualidade,4,7,Grupo_1
2024-12-20,Agente_14,Nota de Qualidade,6,9,Grupo_0
2024-09-08,Agente_30,TMA,71,61,Grupo_4
2024-02-17,Agente_14,CSAT,56,46,Grupo_4
2024-07-02,Agente_27,TMA,979,18,Grupo_3
2024-11-15,Agente_3,TMA,159,146,Grupo_1
2024-07-05,Agente_35,TMA,930,119,Grupo_4
2024-03-30,Agente_0,TMA,716,170,Grupo_2
2024-11-27,Agente_43,CSAT,46,88,Grupo_2
2024-05-18,Agente_33,TMA,604,24,Grupo_2
2024-12-22,Agente_46,Nota de Qualidade,1,4,Grupo_0
2024-03-29,Agente_16,TMA,141,57,Grupo_0
2024-09-30,Agente_38,TMA,579,143,Grupo_2
2024-01-19,Agente_37,CSAT,62,84,Grupo_3
2024-11-06,Agente_43,CSAT,1,22,Grupo_3
2024-12-23,Agente_32,Nota de Qualidade,5,5,Grupo_0
2024-06-02,Agente_20,TMA,705,132,Grupo_2
2024-09-16,Agente_25,TMA,667,22,Grupo_3
2024-04-17,Agente_45,TMA,635,178,Grupo_0
2024-10-11,Agente_35,Nota de Qualidade,5,4,Grupo_2
2024-02-28,Agente_4,CSAT,82,80,Grupo_1
2024-05-04,Agente_32,Nota de Qualidade,9,1,Grupo_2
2024-12-19,Agente_0,TMA,720,137,Grupo_2
2024-09-29,Agente_5,CSAT,99,73,Grupo_4
2024-04-16,Agente_36,CSAT,71,84,Grupo_4
2024-10-25,Agente_1,Nota de Qualidade,9,8,Grupo_1
2024-09-01,Agente_4,CSAT,51,47,Grupo_1
2024-12-01,Agente_25,CSAT,96,59,Grupo_2
2024-09-03,Agente_40,TMA,556,22,Grupo_3
2024-01-08,Agente_46,TMA,487,44,Grupo_1
2024-05-20,Agente_12,CSAT,28,56,Grupo_2
2024-12-27,Agente_11,CSAT,4,67,Grupo_0
2024-01-08,Agente_4,Nota de Qualidade,4,5,Grupo_4
2024-12-17,Agente_1,Nota de Qualidade,7,9,Grupo_3
2024-04-03,Agente_3,CSAT,5,48,Grupo_2
2024-11-16,Agente_26,TMA,165,89,Grupo_0
2024-02-08,Agente_49,CSAT,34,18,Grupo_4
2024-03-21,Agente_9,CSAT,10,51,Grupo_0
2024-07-05,Agente_12,TMA,1014,194,Grupo_2
2024-03-24,Agente_43,TMA,920,136,Grupo_1
2024-03-28,Agente_1,Nota de Qualidade,5,8,Grupo_4
2024-08-29,Agente_25,Nota de Qualidade,9,9,Grupo_0
2024-12-07,Agente_14,Nota de Qualidade,2,7,Grupo_1
2024-04-02,Agente_45,Nota de Qualidade,8,2,Grupo_3
2024-03-26,Agente_9,TMA,615,158,Grupo_2
2024-02-13,Agente_21,CSAT,55,48,Grupo_2
2024-05-16,Agente_39,Nota de Qualidade,3,1,Grupo_4
2024-03-14,Agente_24,Nota de Qualidade,9,8,Grupo_0
2024-02-05,Agente_14,TMA,1146,47,Grupo_3
2024-04-10,Agente_12,TMA,1112,49,Grupo_4
2024-06-04,Agente_7,CSAT,18,88,Grupo_4
2024-09-11,Agente_20,CSAT,55,44,Grupo_0
2024-06-19,Agente_20,TMA,764,109,Grupo_3
2024-08-03,Agente_21,Nota de Qualidade,6,1,Grupo_0
2024-06-18,Agente_45,Nota de Qualidade,2,3,Grupo_2
2024-09-08,Agente_32,Nota de Qualidade,5,5,Grupo_1
2024-12-25,Agente_44,CSAT,74,63,Grupo_2
2024-11-17,Agente_26,Nota de Qualidade,6,3,Grupo_2
2024-02-24,Agente_39,Nota de Qualidade,0,3,Grupo_4
2024-03-31,Agente_49,TMA,739,30,Grupo_2
2024-10-04,Agente_21,Nota de Qualidade,2,8,Grupo_3
2024-04-10,Agente_29,TMA,289,136,Grupo_2
2024-06-03,Agente_8,Nota de Qualidade,2,5,Grupo_3
2024-12-14,Agente_44,CSAT,96,22,Grupo_0
2024-12-29,Agente_34,Nota de Qualidade,8,7,Grupo_4
2024-05-20,Agente_17,Nota de Qualidade,7,6,Grupo_3
2024-06-21,Agente_41,TMA,566,126,Grupo_2
2024-01-10,Agente_4,TMA,1002,133,Grupo_4
2024-08-15,Agente_26,TMA,516,110,Grupo_4
2024-09-21,Agente_5,Nota de Qualidade,6,8,Grupo_3
2024-09-04,Agente_31,Nota de Qualidade,0,8,Grupo_3
2024-09-03,Agente_7,CSAT,42,7,Grupo_1
2024-06-03,Agente_38,Nota de Qualidade,1,2,Grupo_1
2024-02-03,Agente_20,CSAT,59,3,Grupo_4
2024-05-08,Agente_17,TMA,444,168,Grupo_1
2024-06-08,Agente_13,TMA,883,93,Grupo_2
2024-03-29,Agente_14,TMA,267,183,Grupo_0
2024-04-02,Agente_41,CSAT,31,81,Grupo_4
2024-11-22,Agente_25,Nota de Qualidade,1,9,Grupo_0
2024-08-28,Agente_43,TMA,767,44,Grupo_1
2024-11-18,Agente_31,Nota de Qualidade,7,4,Grupo_3
2024-04-26,Agente_38,Nota de Qualidade,6,5,Grupo_4
2024-04-03,Agente_27,TMA,576,159,Grupo_1
2024-06-11,Agente_38,CSAT,27,4,Grupo_2
2024-04-08,Agente_42,Nota de Qualidade,1,6,Grupo_4
2024-04-22,Agente_31,TMA,478,139,Grupo_4
2024-12-24,Agente_12,Nota de Qualidade,3,2,Grupo_3
2024-03-31,Agente_14,Nota de Qualidade,9,8,Grupo_4
2024-12-11,Agente_17,Nota de Qualidade,9,5,Grupo_3
2024-07-24,Agente_38,Nota de Qualidade,6,4,Grupo_1
2024-01-17,Agente_5,Nota de Qualidade,9,6,Grupo_2
2024-09-30,Agente_10,CSAT,92,60,Grupo_2
2024-06-21,Agente_31,CSAT,9,84,Grupo_4
2024-04-25,Agente_39,TMA,570,137,Grupo_4
2024-12-14,Agente_19,CSAT,79,6,Grupo_1
2024-06-29,Agente_32,CSAT,80,6,Grupo_3
2024-03-31,Agente_39,CSAT,85,82,Grupo_2
2024-03-22,Agente_7,Nota de Qualidade,9,9,Grupo_3
2024-11-19,Agente_34,Nota de Qualidade,5,7,Grupo_1
2024-04-23,Agente_4,TMA,1197,43,Grupo_2
2024-09-13,Agente_34,TMA,701,163,Grupo_2
2024-02-27,Agente_46,TMA,680,84,Grupo_0
2024-06-02,Agente_13,Nota de Qualidade,8,3,Grupo_1
2024-12-30,Agente_20,CSAT,19,33,Grupo_1
2024-04-25,Agente_46,CSAT,80,94,Grupo_0
2024-12-08,Agente_23,Nota de Qualidade,1,8,Grupo_3
2024-09-22,Agente_16,TMA,808,13,Grupo_0
2024-11-10,Agente_17,TMA,974,140,Grupo_1
2024-07-21,Agente_33,TMA,1057,101,Grupo_3
2024-02-10,Agente_11,Nota de Qualidade,5,6,Grupo_2
2024-04-14,Agente_15,TMA,449,65,Grupo_0
2024-07-11,Agente_3,TMA,739,130,Grupo_3
2024-10-04,Agente_24,Nota de Qualidade,0,8,Grupo_3
2024-12-19,Agente_33,CSAT,68,83,Grupo_3
2024-08-24,Agente_27,Nota de Qualidade,9,3,Grupo_0
2024-08-08,Agente_45,Nota de Qualidade,5,8,Grupo_2
2024-03-08,Agente_10,Nota de Qualidade,9,2,Grupo_3
2024-07-15,Agente_12,Nota de Qualidade,8,5,Grupo_0
2024-09-12,Agente_30,CSAT,16,70,Grupo_1
2024-05-18,Agente_24,TMA,678,132,Grupo_0
2024-11-07,Agente_38,Nota de Qualidade,4,7,Grupo_0
2024-05-28,Agente_9,CSAT,6,32,Grupo_0
2024-04-08,Agente_23,TMA,575,158,Grupo_3
2024-03-16,Agente_0,TMA,805,169,Grupo_0
2024-10-08,Agente_24,TMA,307,91,Grupo_1
2024-04-18,Agente_27,Nota de Qualidade,0,6,Grupo_3
2024-07-06,Agente_35,Nota de Qualidade,3,3,Grupo_1
2024-07-17,Agente_17,TMA,322,49,Grupo_4
2024-10-29,Agente_5,TMA,1079,45,Grupo_0
2024-11-22,Agente_1,TMA,743,117,Grupo_3
2024-06-02,Agente_2,TMA,1114,179,Grupo_3
2024-02-09,Agente_45,TMA,1127,180,Grupo_0
2024-05-12,Agente_7,TMA,614,184,Grupo_2
2024-05-11,Agente_30,CSAT,5,93,Grupo_2
2024-10-05,Agente_47,TMA,278,95,Grupo_1
2024-12-27,Agente_18,Nota de Qualidade,8,6,Grupo_0
2024-03-24,Agente_49,Nota de Qualidade,5,2,Grupo_0
2024-08-29,Agente_5,Nota de Qualidade,4,9,Grupo_4
2024-04-25,Agente_13,TMA,559,195,Grupo_2
2024-04-18,Agente_2,Nota de Qualidade,2,1,Grupo_2
2024-08-08,Agente_47,CSAT,0,63,Grupo_0
2024-02-10,Agente_0,TMA,412,122,Grupo_1
2024-05-26,Agente_43,Nota de Qualidade,1,5,Grupo_0
2024-04-21,Agente_29,CSAT,97,19,Grupo_1
2024-04-12,Agente_45,CSAT,65,84,Grupo_2
2024-02-15,Agente_18,Nota de Qualidade,8,4,Grupo_4
2024-11-19,Agente_18,CSAT,30,60,Grupo_3
2024-09-27,Agente_8,Nota de Qualidade,4,4,Grupo_2
2024-07-13,Agente_6,CSAT,92,30,Grupo_1
2024-10-06,Agente_45,TMA,970,157,Grupo_0
2024-10-09,Agente_36,TMA,463,59,Grupo_2
2024-02-09,Agente_49,TMA,660,164,Grupo_4
2024-07-07,Agente_40,TMA,252,108,Grupo_1
2024-06-12,Agente_6,TMA,1196,116,Grupo_0
2024-01-24,Agente_8,Nota de Qualidade,7,9,Grupo_3
2024-01-24,Agente_3,TMA,1059,190,Grupo_1
2024-01-04,Agente_24,TMA,582,103,Grupo_0
2024-11-18,Agente_48,TMA,375,184,Grupo_3
2024-10-16,Agente_11,TMA,972,149,Grupo_0
2024-06-29,Agente_5,CSAT,51,11,Grupo_3
2024-09-04,Agente_17,TMA,652,197,Grupo_3
2024-04-25,Agente_39,TMA,680,72,Grupo_3
2024-10-05,Agente_20,Nota de Qualidade,3,4,Grupo_0
2024-12-30,Agente_14,CSAT,4,41,Grupo_3
2024-03-09,Agente_2,Nota de Qualidade,5,8,Grupo_1
2024-12-16,Agente_1,TMA,91,36,Grupo_4
2024-09-10,Agente_40,Nota de Qualidade,3,9,Grupo_4
2024-06-29,Agente_39,Nota de Qualidade,6,7,Grupo_3
2024-11-13,Agente_3,TMA,1043,121,Grupo_4
2024-06-17,Agente_31,CSAT,17,38,Grupo_4
2024-11-08,Agente_1,CSAT,64,17,Grupo_3
2024-09-05,Agente_45,Nota de Qualidade,9,3,Grupo_3
2024-07-06,Agente_28,TMA,1186,91,Grupo_1
2024-02-23,Agente_1,Nota de Qualidade,5,5,Grupo_2
2024-11-21,Agente_33,Nota de Qualidade,5,1,Grupo_0
2024-12-22,Agente_26,Nota de Qualidade,9,7,Grupo_3
2024-11-08,Agente_38,TMA,707,39,Grupo_3
2024-05-17,Agente_43,TMA,379,18,Grupo_4
2024-06-16,Agente_37,CSAT,96,57,Grupo_1
2024-04-12,Agente_17,TMA,1190,196,Grupo_4
2024-03-25,Agente_35,Nota de Qualidade,2,2,Grupo_3
2024-11-12,Agente_18,Nota de Qualidade,5,5,Grupo_3
2024-07-30,Agente_26,CSAT,94,84,Grupo_4
2024-01-03,Agente_44,TMA,997,172,Grupo_3
2024-06-27,Agente_19,Nota de Qualidade,0,5,Grupo_2
2024-12-07,Agente_20,CSAT,39,19,Grupo_0
2024-10-29,Agente_22,CSAT,81,97,Grupo_0
2024-11-27,Agente_29,Nota de Qualidade,3,2,Grupo_0
2024-02-07,Agente_24,Nota de Qualidade,7,9,Grupo_2
2024-08-26,Agente_30,TMA,661,58,Grupo_3
2024-06-17,Agente_26,CSAT,1,6,Grupo_4
2024-12-08,Agente_33,Nota de Qualidade,9,7,Grupo_1
2024-11-09,Agente_7,CSAT,33,56,Grupo_3
2024-11-01,Agente_18,TMA,709,121,Grupo_2
2024-01-30,Agente_40,Nota de Qualidade,8,8,Grupo_2
2024-07-08,Agente_25,TMA,1140,184,Grupo_0
2024-12-22,Agente_27,CSAT,85,27,Grupo_3
2024-01-25,Agente_3,TMA,206,109,Grupo_0
2024-04-21,Agente_30,TMA,324,156,Grupo_1
2024-07-24,Agente_15,CSAT,1,92,Grupo_0
2024-07-03,Agente_9,TMA,886,80,Grupo_1
2024-02-16,Agente_37,CSAT,69,33,Grupo_2
2024-08-15,Agente_47,Nota de Qualidade,0,9,Grupo_0
2024-02-08,Agente_9,CSAT,69,28,Grupo_0
2024-01-16,Agente_44,CSAT,17,63,Grupo_4
2024-01-22,Agente_8,Nota de Qualidade,0,2,Grupo_2
2024-07-31,Agente_38,CSAT,39,85,Grupo_4
2024-11-05,Agente_35,Nota de Qualidade,6,7,Grupo_1
2024-05-28,Agente_35,Nota de Qualidade,1,4,Grupo_1
2024-08-28,Agente_18,CSAT,33,5,Grupo_2
2024-09-28,Agente_18,TMA,297,157,Grupo_1
2024-02-28,Agente_11,TMA,162,184,Grupo_2
2024-10-13,Agente_12,Nota de Qualidade,1,2,Grupo_1
2024-07-20,Agente_24,TMA,577,193,Grupo_3
2024-02-01,Agente_35,TMA,284,62,Grupo_0
2024-06-10,Agente_24,CSAT,0,59,Grupo_3
2024-09-11,Agente_27,Nota de Qualidade,5,7,Grupo_2
2024-09-10,Agente_41,Nota de Qualidade,5,9,Grupo_2
2024-01-09,Agente_38,CSAT,50,88,Grupo_3
2024-05-18,Agente_29,TMA,342,72,Grupo_0
2024-01-10,Agente_4,Nota de Qualidade,6,5,Grupo_0
2024-08-01,Agente_16,TMA,231,138,Grupo_4
2024-09-29,Agente_17,Nota de Qualidade,3,9,Grupo_1
2024-11-19,Agente_42,Nota de Qualidade,7,3,Grupo_4
2024-02-17,Agente_46,Nota de Qualidade,1,9,Grupo_0
2024-04-20,Agente_20,Nota de Qualidade,0,9,Grupo_3
2024-06-01,Agente_21,TMA,1079,21,Grupo_1
2024-05-02,Agente_38,TMA,1085,116,Grupo_3
2024-12-22,Agente_49,TMA,720,151,Grupo_4
2024-04-11,Agente_5,TMA,861,94,Grupo_2
2024-08-28,Agente_49,CSAT,63,23,Grupo_3
2024-11-16,Agente_15,Nota de Qualidade,4,2,Grupo_4
2024-07-09,Agente_1,Nota de Qualidade,4,6,Grupo_4
2024-08-04,Agente_0,Nota de Qualidade,4,2,Grupo_4
2024-02-20,Agente_29,CSAT,21,70,Grupo_2
2024-10-18,Agente_42,TMA,600,70,Grupo_2
2024-03-21,Agente_36,Nota de Qualidade,3,7,Grupo_2
2024-03-28,Agente_47,TMA,358,180,Grupo_1
2024-07-12,Agente_22,TMA,775,40,Grupo_2
2024-04-13,Agente_0,CSAT,75,74,Grupo_2
2024-09-27,Agente_18,CSAT,39,27,Grupo_2
2024-04-05,Agente_45,TMA,111,137,Grupo_3
2024-07-16,Agente_2,Nota de Qualidade,2,7,Grupo_2
2024-01-01,Agente_1,Nota de Qualidade,3,1,Grupo_1
2024-06-15,Agente_36,CSAT,90,8,Grupo_4
2024-05-05,Agente_16,CSAT,4,61,Grupo_3
2024-11-08,Agente_27,CSAT,71,60,Grupo_0
2024-03-21,Agente_17,CSAT,84,24,Grupo_2
2024-09-07,Agente_32,CSAT,6,61,Grupo_4
2024-06-17,Agente_14,CSAT,82,95,Grupo_4
2024-03-13,Agente_21,CSAT,35,27,Grupo_3
2024-05-20,Agente_40,Nota de Qualidade,6,4,Grupo_0
2024-03-10,Agente_26,CSAT,69,76,Grupo_1
2024-09-18,Agente_36,CSAT,75,3,Grupo_4
2024-12-05,Agente_31,Nota de Qualidade,9,7,Grupo_4
2024-11-03,Agente_44,Nota de Qualidade,2,3,Grupo_4
2024-09-01,Agente_18,TMA,616,135,Grupo_4
2024-01-03,Agente_27,CSAT,67,31,Grupo_3
2024-12-02,Agente_27,CSAT,37,97,Grupo_0
2024-03-03,Agente_9,CSAT,5,8,Grupo_4
2024-02-18,Agente_19,CSAT,27,15,Grupo_1
2024-03-16,Agente_24,TMA,600,124,Grupo_1
2024-06-23,Agente_20,Nota de Qualidade,1,7,Grupo_2
2024-04-18,Agente_13,Nota de Qualidade,7,6,Grupo_4
2024-07-01,Agente_21,CSAT,84,65,Grupo_4
2024-07-10,Agente_25,CSAT,40,42,Grupo_4
2024-03-05,Agente_43,CSAT,65,93,Grupo_4
2024-12-02,Agente_10,TMA,898,172,Grupo_4
2024-09-27,Agente_6,TMA,79,165,Grupo_1
2024-04-09,Agente_16,Nota de Qualidade,4,3,Grupo_0
2024-02-01,Agente_17,CSAT,92,59,Grupo_0
2024-12-17,Agente_6,CSAT,72,27,Grupo_2
2024-05-07,Agente_19,CSAT,31,48,Grupo_1
2024-12-04,Agente_37,CSAT,45,95,Grupo_4
2024-02-12,Agente_10,TMA,362,49,Grupo_0
2024-03-18,Agente_43,Nota de Qualidade,2,4,Grupo_3
2024-11-09,Agente_15,Nota de Qualidade,9,2,Grupo_3
2024-10-15,Agente_26,TMA,581,70,Grupo_3
2024-09-26,Agente_10,CSAT,98,61,Grupo_4
2024-06-10,Agente_15,Nota de Qualidade,6,6,Grupo_4
2024-07-07,Agente_22,Nota de Qualidade,2,7,Grupo_2
2024-09-03,Agente_11,TMA,217,76,Grupo_2
2024-08-03,Agente_39,CSAT,12,59,Grupo_2
2024-11-10,Agente_2,Nota de Qualidade,5,8,Grupo_3
2024-12-04,Agente_1,CSAT,20,43,Grupo_4
2024-06-16,Agente_37,Nota de Qualidade,2,6,Grupo_3
2024-12-04,Agente_47,TMA,922,161,Grupo_2
2024-07-11,Agente_23,CSAT,50,76,Grupo_4
2024-10-09,Agente_28,TMA,1016,55,Grupo_1
2024-12-01,Agente_46,Nota de Qualidade,4,9,Grupo_0
2024-01-13,Agente_45,TMA,565,136,Grupo_0
2024-08-27,Agente_33,TMA,250,19,Grupo_2
2024-11-15,Agente_19,TMA,958,69,Grupo_3
2024-05-26,Agente_17,Nota de Qualidade,1,8,Grupo_1
2024-07-22,Agente_13,CSAT,45,78,Grupo_4
2024-03-20,Agente_17,TMA,1058,181,Grupo_3
2024-02-12,Agente_1,CSAT,62,4,Grupo_2
2024-03-29,Agente_0,Nota de Qualidade,2,5,Grupo_3
2024-05-27,Agente_19,CSAT,90,48,Grupo_2
2024-04-04,Agente_33,TMA,958,26,Grupo_0
2024-05-30,Agente_40,TMA,992,14,Grupo_0
2024-01-02,Agente_40,TMA,234,53,Grupo_3
2024-01-22,Agente_47,TMA,476,30,Grupo_1
2024-11-08,Agente_10,TMA,510,77,Grupo_4
2024-11-23,Agente_26,TMA,339,172,Grupo_2
2024-01-07,Agente_22,Nota de Qualidade,1,3,Grupo_4
2024-07-24,Agente_37,Nota de Qualidade,6,6,Grupo_0
2024-04-23,Agente_43,Nota de Qualidade,9,5,Grupo_1
2024-09-28,Agente_2,CSAT,87,65,Grupo_1
2024-03-23,Agente_11,CSAT,50,98,Grupo_4
2024-06-27,Agente_29,Nota de Qualidade,0,5,Grupo_0
2024-07-28,Agente_30,CSAT,20,67,Grupo_4
2024-11-23,Agente_22,CSAT,27,89,Grupo_3
2024-05-03,Agente_0,TMA,615,199,Grupo_1
2024-04-22,Agente_40,TMA,741,103,Grupo_1
2024-01-12,Agente_19,CSAT,95,22,Grupo_3
2024-05-05,Agente_5,CSAT,37,14,Grupo_0
2024-02-22,Agente_10,Nota de Qualidade,1,8,Grupo_1
2024-11-26,Agente_34,CSAT,53,13,Grupo_2
2024-10-09,Agente_3,TMA,101,50,Grupo_2
2024-05-19,Agente_28,CSAT,49,3,Grupo_0
2024-04-06,Agente_9,Nota de Qualidade,5,5,Grupo_3
2024-01-05,Agente_28,TMA,803,108,Grupo_4
2024-02-26,Agente_37,TMA,523,59,Grupo_0
2024-11-29,Agente_0,TMA,357,154,Grupo_4
2024-03-09,Agente_39,TMA,75,94,Grupo_0
2024-04-27,Agente_7,CSAT,87,98,Grupo_2
2024-02-28,Agente_37,Nota de Qualidade,3,4,Grupo_3
2024-02-02,Agente_16,CSAT,90,39,Grupo_2
2024-11-13,Agente_18,CSAT,80,25,Grupo_3
2024-02-19,Agente_32,TMA,430,51,Grupo_4
2024-01-19,Agente_14,Nota de Qualidade,4,4,Grupo_0
2024-08-01,Agente_44,TMA,695,39,Grupo_1
2024-07-15,Agente_30,CSAT,56,33,Grupo_1
2024-02-16,Agente_20,CSAT,89,89,Grupo_3
2024-06-15,Agente_2,TMA,1043,142,Grupo_3
2024-10-15,Agente_1,CSAT,76,94,Grupo_2
2024-05-20,Agente_34,CSAT,59,71,Grupo_1
2024-03-24,Agente_40,TMA,938,64,Grupo_2
2024-06-30,Agente_15,CSAT,90,35,Grupo_4
2024-03-19,Agente_44,Nota de Qualidade,4,5,Grupo_1
2024-08-02,Agente_49,TMA,339,127,Grupo_4
2024-01-14,Agente_20,Nota de Qualidade,6,7,Grupo_0
2024-08-02,Agente_11,CSAT,14,5,Grupo_2
2024-05-07,Agente_27,CSAT,3,30,Grupo_3
2024-11-05,Agente_11,TMA,1039,62,Grupo_1
2024-09-04,Agente_32,CSAT,89,73,Grupo_2
2024-01-29,Agente_19,TMA,1063,113,Grupo_3
2024-10-06,Agente_39,TMA,420,117,Grupo_0
2024-12-03,Agente_48,TMA,793,93,Grupo_1
2024-11-14,Agente_20,TMA,919,198,Grupo_4
2024-07-20,Agente_38,TMA,895,64,Grupo_0
2024-12-26,Agente_40,Nota de Qualidade,2,1,Grupo_3
2024-02-26,Agente_48,TMA,386,82,Grupo_1
2024-08-05,Agente_41,Nota de Qualidade,1,7,Grupo_1
2024-03-02,Agente_35,CSAT,41,98,Grupo_0
2024-06-05,Agente_21,TMA,392,166,Grupo_1
2024-07-20,Agente_25,CSAT,34,45,Grupo_3
2024-01-17,Agente_6,TMA,517,117,Grupo_0
2024-11-17,Agente_6,Nota de Qualidade,9,3,Grupo_4
2024-01-06,Agente_7,Nota de Qualidade,3,6,Grupo_0
2024-02-27,Agente_25,Nota de Qualidade,2,9,Grupo_0
2024-11-20,Agente_23,CSAT,65,22,Grupo_4
2024-11-13,Agente_23,TMA,1065,120,Grupo_3
2024-06-17,Agente_39,CSAT,26,22,Grupo_2
2024-03-22,Agente_47,Nota de Qualidade,9,4,Grupo_2
2024-08-06,Agente_11,CSAT,48,83,Grupo_4
2024-06-25,Agente_46,Nota de Qualidade,7,4,Grupo_3
2024-07-22,Agente_7,Nota de Qualidade,0,8,Grupo_1
